year,quarter,month,day_of_month,day_of_week,fl_date,op_unique_carrier,tail_num,op_carrier_fl_num,origin,dest,crs_dep_time,dep_time,dep_delay,dep_delay_new,taxi_out,taxi_in,crs_arr_time,arr_time,arr_delay,arr_delay_new,arr_del15,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,source_file,route,dep_hour,block_time_error,underblocked,late_arrival,is_weekend
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N826AW,739,DCA,BGR,1454,1453.0,-1.0,0.0,22.0,6.0,1642,1641.0,-1.0,0.0,0.0,0.0,0.0,108.0,108.0,80.0,590.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-BGR,14,0.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N827NN,1211,CLT,ORF,1100,1054.0,-6.0,0.0,15.0,5.0,1216,1158.0,-18.0,0.0,0.0,0.0,0.0,76.0,64.0,44.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,CLT-ORF,11,-12.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N827NN,1211,ORF,CLT,1310,1300.0,-10.0,0.0,13.0,8.0,1439,1414.0,-25.0,0.0,0.0,0.0,0.0,89.0,74.0,53.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORF-CLT,13,-15.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N830AW,1787,ORD,DCA,1903,1902.0,-1.0,0.0,15.0,7.0,2200,2200.0,0.0,0.0,0.0,0.0,0.0,117.0,118.0,96.0,612.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORD-DCA,19,1.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N830AW,2903,DCA,ORD,2245,2240.0,-5.0,0.0,13.0,18.0,2348,2342.0,-6.0,0.0,0.0,0.0,0.0,123.0,122.0,91.0,612.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-ORD,22,-1.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N831AW,3207,DCA,BOS,1800,1756.0,-4.0,0.0,24.0,11.0,1942,1930.0,-12.0,0.0,0.0,0.0,0.0,102.0,94.0,59.0,399.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-BOS,18,-8.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N831AW,3240,BOS,DCA,917,907.0,-10.0,0.0,14.0,6.0,1057,1031.0,-26.0,0.0,0.0,0.0,0.0,100.0,84.0,64.0,399.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,BOS-DCA,9,-16.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N831AW,3240,DCA,BOS,655,648.0,-7.0,0.0,15.0,10.0,833,815.0,-18.0,0.0,0.0,0.0,0.0,98.0,87.0,62.0,399.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-BOS,6,-11.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N834AW,2733,DCA,JAX,744,734.0,-10.0,0.0,15.0,5.0,946,923.0,-23.0,0.0,0.0,0.0,0.0,122.0,109.0,89.0,634.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-JAX,7,-13.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N834AW,2985,RDU,DCA,549,539.0,-10.0,0.0,17.0,3.0,659,636.0,-23.0,0.0,0.0,0.0,0.0,70.0,57.0,37.0,227.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,RDU-DCA,5,-13.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N837AW,1120,BDL,DCA,1215,1217.0,2.0,2.0,12.0,4.0,1334,1324.0,-10.0,0.0,0.0,0.0,0.0,79.0,67.0,51.0,313.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,BDL-DCA,12,-12.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N837AW,1120,DCA,BDL,1000,1007.0,7.0,7.0,23.0,4.0,1123,1126.0,3.0,3.0,0.0,0.0,0.0,83.0,79.0,52.0,313.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-BDL,10,-4.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N837AW,1476,DCA,JAX,1355,1410.0,15.0,15.0,31.0,7.0,1600,1617.0,17.0,17.0,1.0,0.0,0.0,125.0,127.0,89.0,634.0,1.0,0.0,2.0,0.0,14.0,T_ONTIME_REPORTING OCT 2025.csv,DCA-JAX,13,2.0,1,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N838AW,592,DCA,MCO,649,701.0,12.0,12.0,28.0,3.0,910,925.0,15.0,15.0,1.0,0.0,0.0,141.0,144.0,113.0,759.0,12.0,0.0,3.0,0.0,0.0,T_ONTIME_REPORTING OCT 2025.csv,DCA-MCO,6,3.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N839AW,1463,JAX,DCA,1905,1855.0,-10.0,0.0,13.0,5.0,2100,2048.0,-12.0,0.0,0.0,0.0,0.0,115.0,113.0,95.0,634.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,JAX-DCA,19,-2.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N839AW,3251,DCA,BGR,2205,2154.0,-11.0,0.0,14.0,5.0,2348,2331.0,-17.0,0.0,0.0,0.0,0.0,103.0,97.0,78.0,590.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-BGR,22,-6.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N842NN,3209,DCA,TPA,1022,1014.0,-8.0,0.0,15.0,5.0,1256,1227.0,-29.0,0.0,0.0,0.0,0.0,154.0,133.0,113.0,814.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-TPA,10,-21.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N842NN,3305,TPA,DCA,700,651.0,-9.0,0.0,15.0,3.0,925,916.0,-9.0,0.0,0.0,0.0,0.0,145.0,145.0,127.0,814.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,TPA-DCA,7,0.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N843NN,1233,DCA,MIA,1755,1753.0,-2.0,0.0,23.0,14.0,2046,2050.0,4.0,4.0,0.0,0.0,0.0,171.0,177.0,140.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-MIA,17,6.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N843NN,1233,MIA,DCA,1427,1421.0,-6.0,0.0,10.0,4.0,1700,1702.0,2.0,2.0,0.0,0.0,0.0,153.0,161.0,147.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MIA-DCA,14,8.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N846NN,2204,RIC,DFW,639,636.0,-3.0,0.0,19.0,11.0,854,848.0,-6.0,0.0,0.0,0.0,0.0,195.0,192.0,162.0,1158.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,RIC-DFW,6,-3.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N866NN,2274,ORF,DFW,637,631.0,-6.0,0.0,9.0,12.0,901,829.0,-32.0,0.0,0.0,0.0,0.0,204.0,178.0,157.0,1212.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORF-DFW,6,-26.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N871NN,2756,DFW,IAD,1853,1920.0,27.0,27.0,29.0,5.0,2252,2324.0,32.0,32.0,1.0,0.0,0.0,179.0,184.0,150.0,1172.0,0.0,0.0,5.0,0.0,27.0,T_ONTIME_REPORTING OCT 2025.csv,DFW-IAD,18,5.0,1,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N876NN,1323,CLT,ORF,1326,1319.0,-7.0,0.0,15.0,4.0,1444,1426.0,-18.0,0.0,0.0,0.0,0.0,78.0,67.0,48.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,CLT-ORF,13,-11.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N876NN,1323,ORF,CLT,1535,1525.0,-10.0,0.0,17.0,9.0,1704,1649.0,-15.0,0.0,0.0,0.0,0.0,89.0,84.0,58.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORF-CLT,15,-5.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N891NN,2412,MIA,DCA,1730,1724.0,-6.0,0.0,18.0,5.0,2006,1953.0,-13.0,0.0,0.0,0.0,0.0,156.0,149.0,126.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MIA-DCA,17,-7.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N895NN,1153,DCA,MCO,1005,959.0,-6.0,0.0,23.0,11.0,1232,1221.0,-11.0,0.0,0.0,0.0,0.0,147.0,142.0,108.0,759.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-MCO,10,-5.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N895NN,1153,MCO,DCA,1401,1350.0,-11.0,0.0,14.0,3.0,1614,1548.0,-26.0,0.0,0.0,0.0,0.0,133.0,118.0,101.0,759.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MCO-DCA,14,-15.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N895NN,1637,DCA,ORD,1601,1639.0,38.0,38.0,15.0,33.0,1723,1759.0,36.0,36.0,1.0,0.0,0.0,142.0,140.0,92.0,612.0,0.0,0.0,0.0,0.0,36.0,T_ONTIME_REPORTING OCT 2025.csv,DCA-ORD,16,-2.0,0,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N895NN,523,ORD,DCA,610,606.0,-4.0,0.0,18.0,4.0,900,855.0,-5.0,0.0,0.0,0.0,0.0,110.0,109.0,87.0,612.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORD-DCA,6,-1.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N903AN,2282,DFW,ORF,1055,1056.0,1.0,1.0,14.0,4.0,1451,1440.0,-11.0,0.0,0.0,0.0,0.0,176.0,164.0,146.0,1212.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-ORF,10,-12.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N903AN,2282,ORF,DFW,1543,1542.0,-1.0,0.0,14.0,12.0,1804,1800.0,-4.0,0.0,0.0,0.0,0.0,201.0,198.0,172.0,1212.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORF-DFW,15,-3.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N906NN,1627,MIA,DCA,830,823.0,-7.0,0.0,14.0,3.0,1059,1055.0,-4.0,0.0,0.0,0.0,0.0,149.0,152.0,135.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MIA-DCA,8,3.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N906NN,2355,DCA,PBI,1159,1150.0,-9.0,0.0,37.0,5.0,1428,1438.0,10.0,10.0,0.0,0.0,0.0,149.0,168.0,126.0,857.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-PBI,11,19.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N906NN,2355,PBI,DCA,1535,1525.0,-10.0,0.0,10.0,24.0,1800,1758.0,-2.0,0.0,0.0,0.0,0.0,145.0,153.0,119.0,857.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,PBI-DCA,15,8.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N906NN,897,DCA,MIA,1855,1846.0,-9.0,0.0,16.0,6.0,2134,2124.0,-10.0,0.0,0.0,0.0,0.0,159.0,158.0,136.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-MIA,18,-1.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N907AN,2674,CLT,ORF,2245,2237.0,-8.0,0.0,10.0,4.0,2359,2337.0,-22.0,0.0,0.0,0.0,0.0,74.0,60.0,46.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,CLT-ORF,22,-14.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N908NN,3037,DFW,RIC,1923,1921.0,-2.0,0.0,31.0,6.0,2314,2322.0,8.0,8.0,0.0,0.0,0.0,171.0,181.0,144.0,1158.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-RIC,19,10.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N919AN,1158,DCA,DFW,1933,1930.0,-3.0,0.0,11.0,14.0,2150,2131.0,-19.0,0.0,0.0,0.0,0.0,197.0,181.0,156.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-DFW,19,-16.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N919AN,1177,DFW,DCA,826,817.0,-9.0,0.0,13.0,5.0,1236,1202.0,-34.0,0.0,0.0,0.0,0.0,190.0,165.0,147.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-DCA,8,-25.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N919AN,1725,MCO,DCA,1621,1626.0,5.0,5.0,20.0,3.0,1834,1844.0,10.0,10.0,0.0,0.0,0.0,133.0,138.0,115.0,759.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MCO-DCA,16,5.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N919AN,2509,DCA,MCO,1219,1300.0,41.0,41.0,13.0,12.0,1438,1517.0,39.0,39.0,1.0,0.0,0.0,139.0,137.0,112.0,759.0,3.0,0.0,0.0,0.0,36.0,T_ONTIME_REPORTING OCT 2025.csv,DCA-MCO,12,-2.0,0,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N920NN,604,RIC,MIA,620,635.0,15.0,15.0,14.0,3.0,843,849.0,6.0,6.0,0.0,0.0,0.0,143.0,134.0,117.0,826.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,RIC-MIA,6,-9.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N928NN,1606,DCA,MIA,1559,1550.0,-9.0,0.0,17.0,5.0,1845,1820.0,-25.0,0.0,0.0,0.0,0.0,166.0,150.0,128.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-MIA,15,-16.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N928NN,1606,MIA,DCA,1216,1209.0,-7.0,0.0,12.0,5.0,1454,1430.0,-24.0,0.0,0.0,0.0,0.0,158.0,141.0,124.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MIA-DCA,12,-17.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N929NN,2067,DFW,RIC,1448,1442.0,-6.0,0.0,26.0,5.0,1841,1837.0,-4.0,0.0,0.0,0.0,0.0,173.0,175.0,144.0,1158.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-RIC,14,2.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N929NN,2067,RIC,DFW,1931,1925.0,-6.0,0.0,14.0,13.0,2144,2128.0,-16.0,0.0,0.0,0.0,0.0,193.0,183.0,156.0,1158.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,RIC-DFW,19,-10.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N930AN,2128,DCA,MCO,842,836.0,-6.0,0.0,25.0,16.0,1121,1112.0,-9.0,0.0,0.0,0.0,0.0,159.0,156.0,115.0,759.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-MCO,8,-3.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N930AN,2128,MCO,DCA,1211,1201.0,-10.0,0.0,23.0,3.0,1424,1412.0,-12.0,0.0,0.0,0.0,0.0,133.0,131.0,105.0,759.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MCO-DCA,12,-2.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N930AN,3066,DCA,DFW,1533,1523.0,-10.0,0.0,24.0,10.0,1757,1731.0,-26.0,0.0,0.0,0.0,0.0,204.0,188.0,154.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-DFW,15,-16.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N935AN,2918,ORF,CLT,600,552.0,-8.0,0.0,22.0,5.0,722,711.0,-11.0,0.0,0.0,0.0,0.0,82.0,79.0,52.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORF-CLT,6,-3.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N944AN,1736,CLT,RIC,1617,1617.0,0.0,0.0,22.0,6.0,1732,1733.0,1.0,1.0,0.0,0.0,0.0,75.0,76.0,48.0,257.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,CLT-RIC,16,1.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N944AN,2348,RIC,CLT,1822,1824.0,2.0,2.0,14.0,7.0,1945,1931.0,-14.0,0.0,0.0,0.0,0.0,83.0,67.0,46.0,257.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,RIC-CLT,18,-16.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N944AN,2617,IAD,DFW,625,622.0,-3.0,0.0,13.0,11.0,837,821.0,-16.0,0.0,0.0,0.0,0.0,192.0,179.0,155.0,1172.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,IAD-DFW,6,-13.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N948AN,1623,DFW,DCA,700,658.0,-2.0,0.0,26.0,4.0,1100,1102.0,2.0,2.0,0.0,0.0,0.0,180.0,184.0,154.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-DCA,7,4.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N948AN,2572,DCA,DFW,1130,1152.0,22.0,22.0,17.0,13.0,1344,1357.0,13.0,13.0,0.0,0.0,0.0,194.0,185.0,155.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-DFW,11,-9.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N948NN,1618,DFW,DCA,510,458.0,-12.0,0.0,12.0,7.0,906,848.0,-18.0,0.0,0.0,0.0,0.0,176.0,170.0,151.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-DCA,5,-6.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N948NN,2633,DCA,ORD,1049,1040.0,-9.0,0.0,17.0,5.0,1202,1134.0,-28.0,0.0,0.0,0.0,0.0,133.0,114.0,92.0,612.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-ORD,10,-19.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N950AN,1978,DCA,DFW,920,915.0,-5.0,0.0,21.0,16.0,1139,1128.0,-11.0,0.0,0.0,0.0,0.0,199.0,193.0,156.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-DFW,9,-6.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N950AN,2745,MCO,DCA,610,600.0,-10.0,0.0,19.0,15.0,825,816.0,-9.0,0.0,0.0,0.0,0.0,135.0,136.0,102.0,759.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MCO-DCA,6,1.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N951NN,1985,CLT,ORF,1800,1801.0,1.0,1.0,21.0,4.0,1916,1913.0,-3.0,0.0,0.0,0.0,0.0,76.0,72.0,47.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,CLT-ORF,18,-4.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N951NN,1985,ORF,CLT,2007,1958.0,-9.0,0.0,34.0,14.0,2138,2140.0,2.0,2.0,0.0,0.0,0.0,91.0,102.0,54.0,290.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORF-CLT,20,11.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N953NN,1177,DCA,DFW,1333,1454.0,81.0,81.0,25.0,12.0,1552,1708.0,76.0,76.0,1.0,0.0,0.0,199.0,194.0,157.0,1192.0,0.0,0.0,0.0,0.0,76.0,T_ONTIME_REPORTING OCT 2025.csv,DCA-DFW,13,-5.0,0,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N953NN,1624,DFW,DCA,1015,1016.0,1.0,1.0,17.0,3.0,1421,1411.0,-10.0,0.0,0.0,0.0,0.0,186.0,175.0,155.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-DCA,10,-11.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N954AN,983,MIA,RIC,2132,2331.0,119.0,119.0,13.0,5.0,2359,134.0,95.0,95.0,1.0,0.0,0.0,147.0,123.0,105.0,826.0,52.0,0.0,0.0,0.0,43.0,T_ONTIME_REPORTING OCT 2025.csv,MIA-RIC,21,-24.0,0,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N962AN,524,DFW,IAD,700,651.0,-9.0,0.0,11.0,5.0,1057,1035.0,-22.0,0.0,0.0,0.0,0.0,177.0,164.0,148.0,1172.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-IAD,7,-13.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N962AN,524,IAD,DFW,1147,1142.0,-5.0,0.0,12.0,13.0,1400,1341.0,-19.0,0.0,0.0,0.0,0.0,193.0,179.0,154.0,1172.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,IAD-DFW,11,-14.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N964AN,491,MIA,DCA,628,618.0,-10.0,0.0,19.0,5.0,902,851.0,-11.0,0.0,0.0,0.0,0.0,154.0,153.0,129.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,MIA-DCA,6,-1.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N964AN,795,DCA,DFW,1020,1022.0,2.0,2.0,22.0,12.0,1249,1228.0,-21.0,0.0,0.0,0.0,0.0,209.0,186.0,152.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-DFW,10,-23.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N969AN,2999,ORD,DCA,1533,1538.0,5.0,5.0,28.0,5.0,1827,1840.0,13.0,13.0,0.0,0.0,0.0,114.0,122.0,89.0,612.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,ORD-DCA,15,8.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N969AN,544,DCA,TPA,1940,1939.0,-1.0,0.0,15.0,5.0,2159,2144.0,-15.0,0.0,0.0,0.0,0.0,139.0,125.0,105.0,814.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-TPA,19,-14.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N978NN,1189,DCA,ORD,1708,1656.0,-12.0,0.0,46.0,44.0,1828,1904.0,36.0,36.0,1.0,0.0,0.0,140.0,188.0,98.0,612.0,0.0,0.0,36.0,0.0,0.0,T_ONTIME_REPORTING OCT 2025.csv,DCA-ORD,17,48.0,1,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N978NN,3149,TPA,DCA,1331,1354.0,23.0,23.0,24.0,3.0,1552,1612.0,20.0,20.0,1.0,0.0,0.0,141.0,138.0,111.0,814.0,0.0,0.0,0.0,0.0,20.0,T_ONTIME_REPORTING OCT 2025.csv,TPA-DCA,13,-3.0,0,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N986NN,2587,DFW,ORF,1840,1850.0,10.0,10.0,24.0,3.0,2237,2242.0,5.0,5.0,0.0,0.0,0.0,177.0,172.0,145.0,1212.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-ORF,18,-5.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N989AU,1063,RIC,CLT,615,913.0,178.0,178.0,23.0,8.0,748,1031.0,163.0,163.0,1.0,0.0,0.0,93.0,78.0,47.0,257.0,163.0,0.0,0.0,0.0,0.0,T_ONTIME_REPORTING OCT 2025.csv,RIC-CLT,6,-15.0,0,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N992AN,1947,DCA,SAT,1959,2008.0,9.0,9.0,23.0,5.0,2236,2234.0,-2.0,0.0,0.0,0.0,0.0,217.0,206.0,178.0,1380.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-SAT,19,-11.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N992AN,3034,MIA,DCA,1616,1616.0,0.0,0.0,15.0,6.0,1849,1918.0,29.0,29.0,1.0,0.0,0.0,153.0,182.0,161.0,919.0,0.0,0.0,29.0,0.0,0.0,T_ONTIME_REPORTING OCT 2025.csv,MIA-DCA,16,29.0,1,1,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N993NN,1533,DCA,MIA,2007,1959.0,-8.0,0.0,14.0,9.0,2255,2224.0,-31.0,0.0,0.0,0.0,0.0,168.0,145.0,122.0,919.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-MIA,20,-23.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N993NN,1978,DFW,DCA,1501,1452.0,-9.0,0.0,24.0,4.0,1857,1905.0,8.0,8.0,0.0,0.0,0.0,176.0,193.0,165.0,1192.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DFW-DCA,15,17.0,1,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N996NN,2384,CLT,RIC,1300,1257.0,-3.0,0.0,14.0,7.0,1415,1401.0,-14.0,0.0,0.0,0.0,0.0,75.0,64.0,43.0,257.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,CLT-RIC,13,-11.0,0,0,0
2025,4,10,2,4,10/2/2025 12:00:00 AM,AA,N996NN,2384,RIC,CLT,1505,1502.0,-3.0,0.0,17.0,15.0,1634,1621.0,-13.0,0.0,0.0,0.0,0.0,89.0,79.0,47.0,257.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,RIC-CLT,15,-10.0,0,0,0
2025,4,10,3,5,10/3/2025 12:00:00 AM,AA,N104UW,3043,DCA,CLT,500,450.0,-10.0,0.0,14.0,4.0,628,600.0,-28.0,0.0,0.0,0.0,0.0,88.0,70.0,52.0,331.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,DCA-CLT,5,-18.0,0,0,0
2025,4,10,3,5,10/3/2025 12:00:00 AM,AA,N108UW,1269,CLT,DCA,2137,2129.0,-8.0,0.0,17.0,5.0,2304,2248.0,-16.0,0.0,0.0,0.0,0.0,87.0,79.0,57.0,331.0,,,,,,T_ONTIME_REPORTING OCT 2025.csv,CLT-DCA,21,-8.0,0,0,0
